feature,threshold,direction,tp,tn,fp,fn,accuracy,balanced_accuracy,precision,recall,specificity
question_center_shift,0.6540240913008949,>=,52,66,34,48,0.59,0.5900000000000001,0.6046511627906976,0.52,0.66
question_center_shift,0.6540240913008949,<=,48,33,67,52,0.405,0.405,0.41739130434782606,0.48,0.33
question_center_shift,0.65704123463494,>=,52,67,33,48,0.595,0.595,0.611764705882353,0.52,0.67
question_center_shift,0.65704123463494,<=,49,33,67,51,0.41,0.41000000000000003,0.4224137931034483,0.49,0.33
question_center_shift,0.6583954811802023,>=,51,67,33,49,0.59,0.5900000000000001,0.6071428571428571,0.51,0.67
question_center_shift,0.6583954811802023,<=,49,32,68,51,0.405,0.405,0.4188034188034188,0.49,0.32
question_center_shift,0.6587713080620893,>=,51,68,32,49,0.595,0.595,0.6144578313253012,0.51,0.68
question_center_shift,0.6587713080620893,<=,50,32,68,50,0.41,0.41000000000000003,0.423728813559322,0.5,0.32
question_center_shift,0.6591870001843378,>=,50,68,32,50,0.59,0.5900000000000001,0.6097560975609756,0.5,0.68
question_center_shift,0.6591870001843378,<=,51,32,68,49,0.415,0.41500000000000004,0.42857142857142855,0.51,0.32
question_center_shift,0.6651618737062329,>=,49,68,32,51,0.585,0.585,0.6049382716049383,0.49,0.68
question_center_shift,0.6651618737062329,<=,52,32,68,48,0.42,0.42000000000000004,0.43333333333333335,0.52,0.32
question_center_shift,0.6731530787158752,>=,48,68,32,52,0.58,0.5800000000000001,0.6,0.48,0.68
question_center_shift,0.6731530787158752,<=,53,32,68,47,0.425,0.42500000000000004,0.4380165289256198,0.53,0.32
question_center_shift,0.6757664920093274,>=,47,68,32,53,0.575,0.575,0.5949367088607594,0.47,0.68
question_center_shift,0.6757664920093274,<=,53,31,69,47,0.42,0.42000000000000004,0.4344262295081967,0.53,0.31
question_center_shift,0.6818118895168535,>=,47,69,31,53,0.58,0.58,0.6025641025641025,0.47,0.69
question_center_shift,0.6818118895168535,<=,53,30,70,47,0.415,0.41500000000000004,0.43089430894308944,0.53,0.3
question_center_shift,0.6887371237105363,>=,47,70,30,53,0.585,0.585,0.6103896103896104,0.47,0.7
question_center_shift,0.6887371237105363,<=,54,30,70,46,0.42,0.42000000000000004,0.43548387096774194,0.54,0.3
question_center_shift,0.689956793226199,>=,46,70,30,54,0.58,0.58,0.6052631578947368,0.46,0.7
question_center_shift,0.689956793226199,<=,55,30,70,45,0.425,0.42500000000000004,0.44,0.55,0.3
question_center_shift,0.6919815202908011,>=,45,70,30,55,0.575,0.575,0.6,0.45,0.7
question_center_shift,0.6919815202908011,<=,56,30,70,44,0.43,0.43000000000000005,0.4444444444444444,0.56,0.3
question_center_shift,0.7104544913871925,>=,44,70,30,56,0.57,0.57,0.5945945945945946,0.44,0.7
question_center_shift,0.7104544913871925,<=,56,29,71,44,0.425,0.42500000000000004,0.4409448818897638,0.56,0.29
question_center_shift,0.7134144831489199,>=,44,71,29,56,0.575,0.575,0.6027397260273972,0.44,0.71
question_center_shift,0.7134144831489199,<=,57,29,71,43,0.43,0.42999999999999994,0.4453125,0.57,0.29
question_center_shift,0.715938747800192,>=,43,71,29,57,0.57,0.57,0.5972222222222222,0.43,0.71
question_center_shift,0.715938747800192,<=,58,29,71,42,0.435,0.43499999999999994,0.4496124031007752,0.58,0.29
question_center_shift,0.7210683647447012,>=,42,71,29,58,0.565,0.565,0.5915492957746479,0.42,0.71
question_center_shift,0.7210683647447012,<=,59,29,71,41,0.44,0.43999999999999995,0.45384615384615384,0.59,0.29
question_center_shift,0.7218144506219221,>=,41,71,29,59,0.56,0.5599999999999999,0.5857142857142857,0.41,0.71
question_center_shift,0.7218144506219221,<=,59,28,72,41,0.435,0.435,0.45038167938931295,0.59,0.28
question_center_shift,0.7233261295378168,>=,41,72,28,59,0.565,0.565,0.5942028985507246,0.41,0.72
question_center_shift,0.7233261295378168,<=,60,28,72,40,0.44,0.44,0.45454545454545453,0.6,0.28
question_center_shift,0.7261237958095921,>=,40,72,28,60,0.56,0.56,0.5882352941176471,0.4,0.72
question_center_shift,0.7261237958095921,<=,61,28,72,39,0.445,0.445,0.45864661654135336,0.61,0.28
question_center_shift,0.7267684286573273,>=,39,72,28,61,0.555,0.5549999999999999,0.582089552238806,0.39,0.72
question_center_shift,0.7267684286573273,<=,61,27,73,39,0.44,0.44,0.4552238805970149,0.61,0.27
question_center_shift,0.7284537065804917,>=,39,73,27,61,0.56,0.56,0.5909090909090909,0.39,0.73
question_center_shift,0.7284537065804917,<=,61,26,74,39,0.435,0.435,0.45185185185185184,0.61,0.26
question_center_shift,0.7309784880146647,>=,39,74,26,61,0.565,0.565,0.6,0.39,0.74
question_center_shift,0.7309784880146647,<=,62,26,74,38,0.44,0.44,0.45588235294117646,0.62,0.26
question_center_shift,0.7337108864595908,>=,38,74,26,62,0.56,0.56,0.59375,0.38,0.74
question_center_shift,0.7337108864595908,<=,63,26,74,37,0.445,0.445,0.45985401459854014,0.63,0.26
question_center_shift,0.7387965949412807,>=,37,74,26,63,0.555,0.5549999999999999,0.5873015873015873,0.37,0.74
question_center_shift,0.7387965949412807,<=,63,25,75,37,0.44,0.44,0.45652173913043476,0.63,0.25
question_center_shift,0.7391391993494745,>=,37,75,25,63,0.56,0.56,0.5967741935483871,0.37,0.75
question_center_shift,0.7391391993494745,<=,63,24,76,37,0.435,0.435,0.45323741007194246,0.63,0.24
question_center_shift,0.7563670731081157,>=,37,76,24,63,0.565,0.565,0.6065573770491803,0.37,0.76
question_center_shift,0.7563670731081157,<=,64,24,76,36,0.44,0.44,0.45714285714285713,0.64,0.24
question_center_shift,0.7624021440502872,>=,36,76,24,64,0.56,0.56,0.6,0.36,0.76
question_center_shift,0.7624021440502872,<=,64,23,77,36,0.435,0.435,0.45390070921985815,0.64,0.23
question_center_shift,0.7637725355467784,>=,36,77,23,64,0.565,0.565,0.6101694915254238,0.36,0.77
question_center_shift,0.7637725355467784,<=,65,23,77,35,0.44,0.44,0.45774647887323944,0.65,0.23
question_center_shift,0.7669996060022155,>=,35,77,23,65,0.56,0.56,0.603448275862069,0.35,0.77
question_center_shift,0.7669996060022155,<=,66,23,77,34,0.445,0.445,0.46153846153846156,0.66,0.23
question_center_shift,0.7700703139384253,>=,34,77,23,66,0.555,0.555,0.5964912280701754,0.34,0.77
question_center_shift,0.7700703139384253,<=,66,22,78,34,0.44,0.44,0.4583333333333333,0.66,0.22
question_center_shift,0.7745225180716911,>=,34,78,22,66,0.56,0.56,0.6071428571428571,0.34,0.78
question_center_shift,0.7745225180716911,<=,67,22,78,33,0.445,0.445,0.46206896551724136,0.67,0.22
question_center_shift,0.7863542488932258,>=,33,78,22,67,0.555,0.555,0.6,0.33,0.78
question_center_shift,0.7863542488932258,<=,68,22,78,32,0.45,0.45,0.4657534246575342,0.68,0.22
question_center_shift,0.7980112334325216,>=,32,78,22,68,0.55,0.55,0.5925925925925926,0.32,0.78
question_center_shift,0.7980112334325216,<=,69,22,78,31,0.455,0.45499999999999996,0.46938775510204084,0.69,0.22
question_center_shift,0.8005302583673128,>=,31,78,22,69,0.545,0.545,0.5849056603773585,0.31,0.78
question_center_shift,0.8005302583673128,<=,70,22,78,30,0.46,0.45999999999999996,0.47297297297297297,0.7,0.22
question_center_shift,0.8064794102824135,>=,30,78,22,70,0.54,0.54,0.5769230769230769,0.3,0.78
question_center_shift,0.8064794102824135,<=,70,21,79,30,0.455,0.45499999999999996,0.4697986577181208,0.7,0.21
question_center_shift,0.8146157393405139,>=,30,79,21,70,0.545,0.545,0.5882352941176471,0.3,0.79
question_center_shift,0.8146157393405139,<=,70,20,80,30,0.45,0.44999999999999996,0.4666666666666667,0.7,0.2
question_center_shift,0.8169121040901244,>=,30,80,20,70,0.55,0.55,0.6,0.3,0.8
question_center_shift,0.8169121040901244,<=,71,20,80,29,0.455,0.45499999999999996,0.47019867549668876,0.71,0.2
question_center_shift,0.8336221786963663,>=,29,80,20,71,0.545,0.545,0.5918367346938775,0.29,0.8
question_center_shift,0.8336221786963663,<=,72,20,80,28,0.46,0.45999999999999996,0.47368421052631576,0.72,0.2
question_center_shift,0.8369392082255259,>=,28,80,20,72,0.54,0.54,0.5833333333333334,0.28,0.8
question_center_shift,0.8369392082255259,<=,72,19,81,28,0.455,0.45499999999999996,0.47058823529411764,0.72,0.19
question_center_shift,0.8480025049186226,>=,28,81,19,72,0.545,0.545,0.5957446808510638,0.28,0.81
question_center_shift,0.8480025049186226,<=,72,18,82,28,0.45,0.44999999999999996,0.4675324675324675,0.72,0.18
question_center_shift,0.8614734758456865,>=,28,82,18,72,0.55,0.55,0.6086956521739131,0.28,0.82
question_center_shift,0.8614734758456865,<=,72,17,83,28,0.445,0.445,0.4645161290322581,0.72,0.17
question_center_shift,0.862189132828071,>=,28,83,17,72,0.555,0.5549999999999999,0.6222222222222222,0.28,0.83
question_center_shift,0.862189132828071,<=,72,16,84,28,0.44,0.44,0.46153846153846156,0.72,0.16
question_center_shift,0.8704184344556207,>=,28,84,16,72,0.56,0.56,0.6363636363636364,0.28,0.84
question_center_shift,0.8704184344556207,<=,73,16,84,27,0.445,0.445,0.46496815286624205,0.73,0.16
question_center_shift,0.8736688918958566,>=,27,84,16,73,0.555,0.5549999999999999,0.627906976744186,0.27,0.84
question_center_shift,0.8736688918958566,<=,73,15,85,27,0.44,0.44,0.4620253164556962,0.73,0.15
question_center_shift,0.8737205786809228,>=,27,85,15,73,0.56,0.56,0.6428571428571429,0.27,0.85
question_center_shift,0.8737205786809228,<=,73,14,86,27,0.435,0.435,0.4591194968553459,0.73,0.14
question_center_shift,0.885617505604328,>=,27,86,14,73,0.565,0.565,0.6585365853658537,0.27,0.86
question_center_shift,0.885617505604328,<=,74,14,86,26,0.44,0.44,0.4625,0.74,0.14
question_center_shift,0.8898882443014137,>=,26,86,14,74,0.56,0.56,0.65,0.26,0.86
question_center_shift,0.8898882443014137,<=,75,14,86,25,0.445,0.445,0.4658385093167702,0.75,0.14
question_center_shift,0.8958612242417363,>=,25,86,14,75,0.555,0.5549999999999999,0.6410256410256411,0.25,0.86
question_center_shift,0.8958612242417363,<=,75,13,87,25,0.44,0.44,0.46296296296296297,0.75,0.13
question_center_shift,0.9113565703771763,>=,25,87,13,75,0.56,0.56,0.6578947368421053,0.25,0.87
question_center_shift,0.9113565703771763,<=,76,13,87,24,0.445,0.445,0.4662576687116564,0.76,0.13
question_center_shift,0.9218494266285221,>=,24,87,13,76,0.555,0.5549999999999999,0.6486486486486487,0.24,0.87
question_center_shift,0.9218494266285221,<=,77,13,87,23,0.45,0.45,0.4695121951219512,0.77,0.13
question_center_shift,0.9398290438164126,>=,23,87,13,77,0.55,0.55,0.6388888888888888,0.23,0.87
question_center_shift,0.9398290438164126,<=,78,13,87,22,0.455,0.455,0.4727272727272727,0.78,0.13
question_center_shift,0.9437752578132121,>=,22,87,13,78,0.545,0.545,0.6285714285714286,0.22,0.87
question_center_shift,0.9437752578132121,<=,78,12,88,22,0.45,0.45,0.46987951807228917,0.78,0.12
question_center_shift,0.9445881645077746,>=,22,88,12,78,0.55,0.55,0.6470588235294118,0.22,0.88
question_center_shift,0.9445881645077746,<=,79,12,88,21,0.455,0.455,0.47305389221556887,0.79,0.12
question_center_shift,0.9664225562316043,>=,21,88,12,79,0.545,0.545,0.6363636363636364,0.21,0.88
question_center_shift,0.9664225562316043,<=,79,11,89,21,0.45,0.45,0.47023809523809523,0.79,0.11
question_center_shift,0.9762080921237841,>=,21,89,11,79,0.55,0.55,0.65625,0.21,0.89
question_center_shift,0.9762080921237841,<=,79,10,90,21,0.445,0.445,0.46745562130177515,0.79,0.1
question_center_shift,0.9971093800337307,>=,21,90,10,79,0.555,0.555,0.6774193548387096,0.21,0.9
question_center_shift,0.9971093800337307,<=,79,9,91,21,0.44,0.44,0.4647058823529412,0.79,0.09
question_center_shift,0.998792372607048,>=,21,91,9,79,0.56,0.56,0.7,0.21,0.91
question_center_shift,0.998792372607048,<=,80,9,91,20,0.445,0.445,0.4678362573099415,0.8,0.09
question_center_shift,1.001133963748614,>=,20,91,9,80,0.555,0.555,0.6896551724137931,0.2,0.91
question_center_shift,1.001133963748614,<=,80,8,92,20,0.44,0.44,0.46511627906976744,0.8,0.08
question_center_shift,1.0246395421662389,>=,20,92,8,80,0.56,0.56,0.7142857142857143,0.2,0.92
question_center_shift,1.0246395421662389,<=,80,7,93,20,0.435,0.43500000000000005,0.4624277456647399,0.8,0.07
question_center_shift,1.035488697131324,>=,20,93,7,80,0.565,0.5650000000000001,0.7407407407407407,0.2,0.93
question_center_shift,1.035488697131324,<=,81,7,93,19,0.44,0.44000000000000006,0.46551724137931033,0.81,0.07
question_center_shift,1.0699579114451603,>=,19,93,7,81,0.56,0.56,0.7307692307692307,0.19,0.93
question_center_shift,1.0699579114451603,<=,82,7,93,18,0.445,0.44499999999999995,0.4685714285714286,0.82,0.07
question_center_shift,1.0828077334248358,>=,18,93,7,82,0.555,0.555,0.72,0.18,0.93
question_center_shift,1.0828077334248358,<=,83,7,93,17,0.45,0.44999999999999996,0.4715909090909091,0.83,0.07
question_center_shift,1.0954821440803184,>=,17,93,7,83,0.55,0.55,0.7083333333333334,0.17,0.93
question_center_shift,1.0954821440803184,<=,84,7,93,16,0.455,0.45499999999999996,0.4745762711864407,0.84,0.07
question_center_shift,1.1086181043381735,>=,16,93,7,84,0.545,0.545,0.6956521739130435,0.16,0.93
question_center_shift,1.1086181043381735,<=,85,7,93,15,0.46,0.45999999999999996,0.47752808988764045,0.85,0.07
question_center_shift,1.1191243565829645,>=,15,93,7,85,0.54,0.54,0.6818181818181818,0.15,0.93
question_center_shift,1.1191243565829645,<=,86,7,93,14,0.465,0.46499999999999997,0.48044692737430167,0.86,0.07
question_center_shift,1.1612971387163138,>=,14,93,7,86,0.535,0.535,0.6666666666666666,0.14,0.93
question_center_shift,1.1612971387163138,<=,87,7,93,13,0.47,0.47,0.48333333333333334,0.87,0.07
question_center_shift,1.1700391014038534,>=,13,93,7,87,0.53,0.53,0.65,0.13,0.93
question_center_shift,1.1700391014038534,<=,87,6,94,13,0.465,0.46499999999999997,0.48066298342541436,0.87,0.06
question_center_shift,1.179024322510261,>=,13,94,6,87,0.535,0.5349999999999999,0.6842105263157895,0.13,0.94
question_center_shift,1.179024322510261,<=,88,6,94,12,0.47,0.47,0.4835164835164835,0.88,0.06
question_center_shift,1.201771046273522,>=,12,94,6,88,0.53,0.53,0.6666666666666666,0.12,0.94
question_center_shift,1.201771046273522,<=,89,6,94,11,0.475,0.475,0.48633879781420764,0.89,0.06
question_center_shift,1.2060430757172862,>=,11,94,6,89,0.525,0.525,0.6470588235294118,0.11,0.94
question_center_shift,1.2060430757172862,<=,89,5,95,11,0.47,0.47000000000000003,0.483695652173913,0.89,0.05
question_center_shift,1.2470060424018394,>=,11,95,5,89,0.53,0.53,0.6875,0.11,0.95
question_center_shift,1.2470060424018394,<=,90,5,95,10,0.475,0.47500000000000003,0.4864864864864865,0.9,0.05
question_center_shift,1.25025761324406,>=,10,95,5,90,0.525,0.525,0.6666666666666666,0.1,0.95
question_center_shift,1.25025761324406,<=,91,5,95,9,0.48,0.48000000000000004,0.489247311827957,0.91,0.05
question_center_shift,1.266522073621945,>=,9,95,5,91,0.52,0.52,0.6428571428571429,0.09,0.95
question_center_shift,1.266522073621945,<=,91,4,96,9,0.475,0.47500000000000003,0.48663101604278075,0.91,0.04
question_center_shift,1.2725704731389014,>=,9,96,4,91,0.525,0.525,0.6923076923076923,0.09,0.96
question_center_shift,1.2725704731389014,<=,92,4,96,8,0.48,0.48000000000000004,0.48936170212765956,0.92,0.04
question_center_shift,1.2966763471968086,>=,8,96,4,92,0.52,0.52,0.6666666666666666,0.08,0.96
question_center_shift,1.2966763471968086,<=,92,3,97,8,0.475,0.47500000000000003,0.48677248677248675,0.92,0.03
question_center_shift,1.332862162652376,>=,8,97,3,92,0.525,0.525,0.7272727272727273,0.08,0.97
question_center_shift,1.332862162652376,<=,93,3,97,7,0.48,0.48000000000000004,0.48947368421052634,0.93,0.03
question_center_shift,1.337754886948244,>=,7,97,3,93,0.52,0.52,0.7,0.07,0.97
question_center_shift,1.337754886948244,<=,94,3,97,6,0.485,0.485,0.49214659685863876,0.94,0.03
question_center_shift,1.3540346217398047,>=,6,97,3,94,0.515,0.515,0.6666666666666666,0.06,0.97
question_center_shift,1.3540346217398047,<=,94,2,98,6,0.48,0.48,0.4895833333333333,0.94,0.02
question_center_shift,1.4489442634651066,>=,6,98,2,94,0.52,0.52,0.75,0.06,0.98
question_center_shift,1.4489442634651066,<=,94,1,99,6,0.475,0.475,0.48704663212435234,0.94,0.01
question_center_shift,1.4869680571685415,>=,6,99,1,94,0.525,0.525,0.8571428571428571,0.06,0.99
question_center_shift,1.4869680571685415,<=,95,1,99,5,0.48,0.48,0.4896907216494845,0.95,0.01
question_center_shift,1.5443422386733916,>=,5,99,1,95,0.52,0.52,0.8333333333333334,0.05,0.99
question_center_shift,1.5443422386733916,<=,96,1,99,4,0.485,0.485,0.49230769230769234,0.96,0.01
question_center_shift,1.547166857217289,>=,4,99,1,96,0.515,0.515,0.8,0.04,0.99
question_center_shift,1.547166857217289,<=,97,1,99,3,0.49,0.49,0.49489795918367346,0.97,0.01
question_center_shift,1.5944515344152224,>=,3,99,1,97,0.51,0.51,0.75,0.03,0.99
question_center_shift,1.5944515344152224,<=,98,1,99,2,0.495,0.495,0.49746192893401014,0.98,0.01
question_center_shift,1.7144076766267546,>=,2,99,1,98,0.505,0.505,0.6666666666666666,0.02,0.99
question_center_shift,1.7144076766267546,<=,98,0,100,2,0.49,0.49,0.494949494949495,0.98,0.0
question_center_shift,2.0010352126077775,>=,2,100,0,98,0.51,0.51,1.0,0.02,1.0
question_center_shift,2.0010352126077775,<=,99,0,100,1,0.495,0.495,0.49748743718592964,0.99,0.0
question_center_shift,2.072286190644529,>=,1,100,0,99,0.505,0.505,1.0,0.01,1.0
question_center_shift,2.072286190644529,<=,100,0,100,0,0.5,0.5,0.5,1.0,0.0
answer_entropy,4.1738715875077546,>=,100,0,100,0,0.5,0.5,0.5,1.0,0.0
answer_entropy,4.1738715875077546,<=,1,100,0,99,0.505,0.505,1.0,0.01,1.0
answer_entropy,4.233204289220499,>=,99,0,100,1,0.495,0.495,0.49748743718592964,0.99,0.0
answer_entropy,4.233204289220499,<=,2,100,0,98,0.51,0.51,1.0,0.02,1.0
answer_entropy,4.304650526152947,>=,98,0,100,2,0.49,0.49,0.494949494949495,0.98,0.0
answer_entropy,4.304650526152947,<=,3,100,0,97,0.515,0.515,1.0,0.03,1.0
answer_entropy,4.328656803516266,>=,97,0,100,3,0.485,0.485,0.49238578680203043,0.97,0.0
answer_entropy,4.328656803516266,<=,3,99,1,97,0.51,0.51,0.75,0.03,0.99
answer_entropy,4.393428718633483,>=,97,1,99,3,0.49,0.49,0.49489795918367346,0.97,0.01
answer_entropy,4.393428718633483,<=,3,98,2,97,0.505,0.505,0.6,0.03,0.98
answer_entropy,4.394827449623276,>=,97,2,98,3,0.495,0.495,0.49743589743589745,0.97,0.02
answer_entropy,4.394827449623276,<=,4,98,2,96,0.51,0.51,0.6666666666666666,0.04,0.98
answer_entropy,4.4028258258158814,>=,96,2,98,4,0.49,0.49,0.4948453608247423,0.96,0.02
answer_entropy,4.4028258258158814,<=,5,98,2,95,0.515,0.515,0.7142857142857143,0.05,0.98
answer_entropy,4.412526397753867,>=,95,2,98,5,0.485,0.485,0.49222797927461137,0.95,0.02
answer_entropy,4.412526397753867,<=,5,97,3,95,0.51,0.51,0.625,0.05,0.97
answer_entropy,4.41373228505484,>=,95,3,97,5,0.49,0.49,0.4947916666666667,0.95,0.03
answer_entropy,4.41373228505484,<=,6,97,3,94,0.515,0.515,0.6666666666666666,0.06,0.97
answer_entropy,4.44153035484786,>=,94,3,97,6,0.485,0.485,0.49214659685863876,0.94,0.03
answer_entropy,4.44153035484786,<=,7,97,3,93,0.52,0.52,0.7,0.07,0.97
answer_entropy,4.452835427677593,>=,93,3,97,7,0.48,0.48000000000000004,0.48947368421052634,0.93,0.03
answer_entropy,4.452835427677593,<=,8,97,3,92,0.525,0.525,0.7272727272727273,0.08,0.97
answer_entropy,4.4581337854048115,>=,92,3,97,8,0.475,0.47500000000000003,0.48677248677248675,0.92,0.03
answer_entropy,4.4581337854048115,<=,9,97,3,91,0.53,0.53,0.75,0.09,0.97
answer_entropy,4.473382653763931,>=,91,3,97,9,0.47,0.47000000000000003,0.48404255319148937,0.91,0.03
answer_entropy,4.473382653763931,<=,10,97,3,90,0.535,0.535,0.7692307692307693,0.1,0.97
answer_entropy,4.475632623175791,>=,90,3,97,10,0.465,0.465,0.48128342245989303,0.9,0.03
answer_entropy,4.475632623175791,<=,10,96,4,90,0.53,0.53,0.7142857142857143,0.1,0.96
answer_entropy,4.479882674790225,>=,90,4,96,10,0.47,0.47000000000000003,0.4838709677419355,0.9,0.04
answer_entropy,4.479882674790225,<=,10,95,5,90,0.525,0.525,0.6666666666666666,0.1,0.95
answer_entropy,4.480344217323674,>=,90,5,95,10,0.475,0.47500000000000003,0.4864864864864865,0.9,0.05
answer_entropy,4.480344217323674,<=,11,95,5,89,0.53,0.53,0.6875,0.11,0.95
answer_entropy,4.490178482460459,>=,89,5,95,11,0.47,0.47000000000000003,0.483695652173913,0.89,0.05
answer_entropy,4.490178482460459,<=,11,94,6,89,0.525,0.525,0.6470588235294118,0.11,0.94
answer_entropy,4.4926526096260195,>=,89,6,94,11,0.475,0.475,0.48633879781420764,0.89,0.06
answer_entropy,4.4926526096260195,<=,11,93,7,89,0.52,0.52,0.6111111111111112,0.11,0.93
answer_entropy,4.494603248742779,>=,89,7,93,11,0.48,0.48,0.489010989010989,0.89,0.07
answer_entropy,4.494603248742779,<=,12,93,7,88,0.525,0.525,0.631578947368421,0.12,0.93
answer_entropy,4.497598210495216,>=,88,7,93,12,0.475,0.475,0.4861878453038674,0.88,0.07
answer_entropy,4.497598210495216,<=,13,93,7,87,0.53,0.53,0.65,0.13,0.93
answer_entropy,4.50156974155055,>=,87,7,93,13,0.47,0.47,0.48333333333333334,0.87,0.07
answer_entropy,4.50156974155055,<=,14,93,7,86,0.535,0.535,0.6666666666666666,0.14,0.93
answer_entropy,4.501972625285829,>=,86,7,93,14,0.465,0.46499999999999997,0.48044692737430167,0.86,0.07
answer_entropy,4.501972625285829,<=,14,92,8,86,0.53,0.53,0.6363636363636364,0.14,0.92
answer_entropy,4.51148131584084,>=,86,8,92,14,0.47,0.47,0.48314606741573035,0.86,0.08
answer_entropy,4.51148131584084,<=,15,92,8,85,0.535,0.535,0.6521739130434783,0.15,0.92
answer_entropy,4.511958927053459,>=,85,8,92,15,0.465,0.46499999999999997,0.480225988700565,0.85,0.08
answer_entropy,4.511958927053459,<=,16,92,8,84,0.54,0.54,0.6666666666666666,0.16,0.92
answer_entropy,4.5193612812504975,>=,84,8,92,16,0.46,0.45999999999999996,0.4772727272727273,0.84,0.08
answer_entropy,4.5193612812504975,<=,16,91,9,84,0.535,0.535,0.64,0.16,0.91
answer_entropy,4.535335865904154,>=,84,9,91,16,0.465,0.46499999999999997,0.48,0.84,0.09
answer_entropy,4.535335865904154,<=,17,91,9,83,0.54,0.54,0.6538461538461539,0.17,0.91
answer_entropy,4.535579044787001,>=,83,9,91,17,0.46,0.45999999999999996,0.47701149425287354,0.83,0.09
answer_entropy,4.535579044787001,<=,18,91,9,82,0.545,0.545,0.6666666666666666,0.18,0.91
answer_entropy,4.53628232720629,>=,82,9,91,18,0.455,0.45499999999999996,0.47398843930635837,0.82,0.09
answer_entropy,4.53628232720629,<=,19,91,9,81,0.55,0.55,0.6785714285714286,0.19,0.91
answer_entropy,4.537447594198198,>=,81,9,91,19,0.45,0.45,0.47093023255813954,0.81,0.09
answer_entropy,4.537447594198198,<=,20,91,9,80,0.555,0.555,0.6896551724137931,0.2,0.91
answer_entropy,4.539848919507566,>=,80,9,91,20,0.445,0.445,0.4678362573099415,0.8,0.09
answer_entropy,4.539848919507566,<=,21,91,9,79,0.56,0.56,0.7,0.21,0.91
answer_entropy,4.548834698098828,>=,79,9,91,21,0.44,0.44,0.4647058823529412,0.79,0.09
answer_entropy,4.548834698098828,<=,22,91,9,78,0.565,0.5650000000000001,0.7096774193548387,0.22,0.91
answer_entropy,4.5499843884162665,>=,78,9,91,22,0.435,0.435,0.46153846153846156,0.78,0.09
answer_entropy,4.5499843884162665,<=,22,90,10,78,0.56,0.56,0.6875,0.22,0.9
answer_entropy,4.550984079155977,>=,78,10,90,22,0.44,0.44,0.4642857142857143,0.78,0.1
answer_entropy,4.550984079155977,<=,23,90,10,77,0.565,0.5650000000000001,0.696969696969697,0.23,0.9
answer_entropy,4.563150851412065,>=,77,10,90,23,0.435,0.435,0.46107784431137727,0.77,0.1
answer_entropy,4.563150851412065,<=,24,90,10,76,0.57,0.5700000000000001,0.7058823529411765,0.24,0.9
answer_entropy,4.5635812036356755,>=,76,10,90,24,0.43,0.43,0.4578313253012048,0.76,0.1
answer_entropy,4.5635812036356755,<=,25,90,10,75,0.575,0.575,0.7142857142857143,0.25,0.9
answer_entropy,4.563985439688109,>=,75,10,90,25,0.425,0.425,0.45454545454545453,0.75,0.1
answer_entropy,4.563985439688109,<=,26,90,10,74,0.58,0.5800000000000001,0.7222222222222222,0.26,0.9
answer_entropy,4.567475237451152,>=,74,10,90,26,0.42,0.42,0.45121951219512196,0.74,0.1
answer_entropy,4.567475237451152,<=,27,90,10,73,0.585,0.585,0.7297297297297297,0.27,0.9
answer_entropy,4.5695404505829345,>=,73,10,90,27,0.415,0.415,0.44785276073619634,0.73,0.1
answer_entropy,4.5695404505829345,<=,28,90,10,72,0.59,0.5900000000000001,0.7368421052631579,0.28,0.9
answer_entropy,4.571611814015936,>=,72,10,90,28,0.41,0.41,0.4444444444444444,0.72,0.1
answer_entropy,4.571611814015936,<=,28,89,11,72,0.585,0.585,0.717948717948718,0.28,0.89
answer_entropy,4.572934900222574,>=,72,11,89,28,0.415,0.415,0.4472049689440994,0.72,0.11
answer_entropy,4.572934900222574,<=,29,89,11,71,0.59,0.59,0.725,0.29,0.89
answer_entropy,4.573721332928565,>=,71,11,89,29,0.41,0.41,0.44375,0.71,0.11
answer_entropy,4.573721332928565,<=,30,89,11,70,0.595,0.595,0.7317073170731707,0.3,0.89
answer_entropy,4.577368580938046,>=,70,11,89,30,0.405,0.40499999999999997,0.44025157232704404,0.7,0.11
answer_entropy,4.577368580938046,<=,30,88,12,70,0.59,0.59,0.7142857142857143,0.3,0.88
answer_entropy,4.5821750983038125,>=,70,12,88,30,0.41,0.41,0.4430379746835443,0.7,0.12
answer_entropy,4.5821750983038125,<=,30,87,13,70,0.585,0.585,0.6976744186046512,0.3,0.87
answer_entropy,4.582200518424148,>=,70,13,87,30,0.415,0.415,0.445859872611465,0.7,0.13
answer_entropy,4.582200518424148,<=,30,86,14,70,0.58,0.58,0.6818181818181818,0.3,0.86
answer_entropy,4.582905591143973,>=,70,14,86,30,0.42,0.42,0.44871794871794873,0.7,0.14
answer_entropy,4.582905591143973,<=,31,86,14,69,0.585,0.585,0.6888888888888889,0.31,0.86
answer_entropy,4.585882785939533,>=,69,14,86,31,0.415,0.415,0.44516129032258067,0.69,0.14
answer_entropy,4.585882785939533,<=,31,85,15,69,0.58,0.58,0.6739130434782609,0.31,0.85
answer_entropy,4.588235732497965,>=,69,15,85,31,0.42,0.42,0.44805194805194803,0.69,0.15
answer_entropy,4.588235732497965,<=,32,85,15,68,0.585,0.585,0.6808510638297872,0.32,0.85
answer_entropy,4.588241616192986,>=,68,15,85,32,0.415,0.41500000000000004,0.4444444444444444,0.68,0.15
